question_text,option_a,option_b,option_c,option_d,correct_index,section_name,year
The product of two consecutive natural numbers is 210. The greater of the two numbers is:,1.34,2.7,3.15,4.21,2,Mathematics,2024
"In an election between two candidates, 80% of the registered voters cast their vote and 5% of the votes polled were found invalid. The winning candidate got 75% of the valid votes and won the election by a margin of 1805 votes. How many voters were registered?",1. 4751,2. 4750,3. 4749,4. 4748,1,Mathematics,2023
"Anubhav and Gaurav start a business. Anubhav invests ₹55,000 more than Gaurav for 2 months and Gaurav invests for 5 months. Anubhav's share is ₹1,431 more than that of Gaurav, out of a total profit of ₹7,155. Find the capital contributed by Anubhav.","1. ₹80,000","2. ₹70,000","3. ₹75,000","4. ₹80,000",2,Mathematics,2023
Simplify the following: \(\left(\frac{4}{3}\right)x^2 - 31x + 15\) - 4(x^2 + 5x - 15),1. 62x - 90,2. -62x + 90,3. -62x - 90,4. 62x + 90,1,Mathematics,2023
"Given that 149^0.59 = x, 149^0.84 = y and x^2 = y^6, then the value of x is close to:",1. 11.02,2. 9.56,3. 7.39,4. 9.29,1,Mathematics,2023
"The number of prime numbers lying between 303 and 311, both included, is:",1. 5,2. 2,3. 7,4. 3,1,Mathematics,2023
"Ram went to a shop and observed that the list price of a fan is ₹3,600. If the retailer has bought the fan for ₹2,800, then find the trade discount (correct to one decimal place).",1. 22.2%,2. 24.6%,3. 20%,4. 19.8%,0,Mathematics,2023
"In covering a distance of 182 km, Salaj takes 4 hours more than Kevin. If Salaj doubles his speed, then he would take 9 hours less than Kevin. Salaj's speed is:",1. 11 km/hr,2. 7 km/hr,3. 13 km/hr,4. 3 km/hr,0,Mathematics,2023
"Naman and Omar can complete a certain piece of work in 13 and 4 days, respectively. They started to work together, and after 2 days, Omar left. In how many days will Naman complete the remaining work?",1. 6.5,2. 5,3. 6,4. 4.5,3,General Intelligence and Reasoning,2024
"Seven boxes U, V, W, X, E, F and G are kept one over the other but not necessarily in the same order. Only X is kept above W. Only two boxes are kept between W and G. Only U is kept below F. V is not kept immediately above G. How many boxes are kept between E and U?",1. Three,2. Two,3. One,4. Four,1,General Intelligence and Reasoning,2024
"H, I, J, K, U, V and W are sitting around a circular table facing the centre of the table. Only four people sit between U and V when counted from the right of U. U sits third to the left of W. K sits third to the left of H. I is an immediate neighbour of both J and W. How many people sit between J and I when counted from the right of J?",1. One,2. Three,3. Four,4. Two,3,General Intelligence and Reasoning,2024
"What should come in place of the question mark (?) in the given series? 260, 310, 460, 710, 1060, ?",1. 1460,2. 1410,3. 1510,4. 1560,2,General Intelligence and Reasoning,2024
"XSLE is related to CWQI in a certain way based on the English alphabetical order. In the same way, HIFU is related to WMKY. To which of the given options is GUUG related, following the same logic?",LZXD,LYXZ,LYZK,LZXS,2,General Intelligence and Reasoning,2024
S is the mother of R. R is the brother of P. P is the wife of I. I is the father of O. How is S related to O?,Mother's mother,Mother's father,Mother's sister,Mother's brother,0,General Intelligence and Reasoning,2024
"In the following number pairs, the second number is obtained by applying certain mathematical operations to the first number. Select the pair in which the numbers are related in the same way as are the numbers of the following pairs.","72, 36","84, 56","96, 62","60, 20",1,General Intelligence and Reasoning,2024
"Based on the English alphabetical order, three of the following four letter-cluster pairs are alike in some way and thus form a group. Which letter-cluster pair DOES NOT belong to that group?",JG-LI,FC-HD,RO-TP,NK-PL,1,General Intelligence and Reasoning,2024
"KGDL is related to IEBJ in a certain way based on the English alphabetical order. In the same way, NJGO is related to LHEM. To which of the given options is QMJR related, following the same logic?",OKPH,KOHP,OKHP,KOPH,2,General Intelligence and Reasoning,2024
"MOLK is related to RTQP in a certain way based on the English alphabetical order. In the same way, GIFE is related to LNKJ. To which of the given options is VXUT related, following the same logic?",ACYZ,AYZC,ACZY,AYZS,2,General Intelligence and Reasoning,2024
"Read the given statement(s) and conclusions carefully. Assuming that the information given in the statement(s) is true, even if it appears to be at variance with commonly known facts, decide which of the given conclusions logically follow(s) from the statements(s). Statements: All detergents are towels. All detergents are conditioners. Conclusions: (I) Some towels are conditioners. (II) All conditioners are detergents.",Only conclusion (II) follows.,Neither conclusion (I) nor (II) follows.,Both conclusions (I) and (II) follow.,Only conclusion (I) follows.,3,General Intelligence and Reasoning,2023
"Veer starts from Point Y and drives 34 km towards north. He then takes a left turn, drives 20 km. He then turns left and drives 40 km. He takes a final left turn, drives 20 km and stops at Point Z. How far (shortest distance) and towards which direction should he drive in order to reach Point Y again? (All turns are 90° turns only unless specified.)",7 km towards south,6 km towards north,8 km towards west,4 km towards east,1,General Intelligence and Reasoning,2023
"Read the given statements and conclusions carefully. Assuming that the information given in the statements is true, even if it appears to be at variance with commonly known facts, decide which of the given conclusion(s) logically follow(s) from the statements. Statements: Some penguins are sharks. Some sharks are dolphins. Conclusions: (I) No shark is a penguin. (II) Some penguins are dolphins.",Only conclusion (I) follows.,Only conclusion (II) follows.,Neither conclusion (I) nor (II) follows.,Both conclusions (I) and (II) follow.,2,General Intelligence and Reasoning,2023
"In a certain code language, 'KNOW' is coded as '9901' and 'KNOT' is coded as '9028'. What is the code for 'W' in the given code language?",0,2,9,1,3,General Intelligence and Reasoning,2023
Refer to the following number and symbol series and answer the question that follows. All numbers are single-digit numbers. Counting to be done from left to right only. (Left) # 1 * £ 5 6 4 = 7 $ 8 2 @ % & 3 0 9 (Right) How many such symbols are there each of which is immediately preceded by a number and also immediately followed by another number?,2,3,4,1,1,General Intelligence and Reasoning,2023
Each of the digits in the number 8357416 is arranged in ascending order from left to right. What will be the sum of the digits which are second from the left and second from the right in the new number thus formed?,11,12,9,10,3,General Intelligence and Reasoning,2024
"What will come in place of the question mark (?) in the following equation, if '+' and 'x' are interchanged and '-' and '÷' are interchanged? 11 - 3 x 88 + 8 + 10 = ?",23,32,38,16,1,General Intelligence and Reasoning,2024
What should come in place of the question mark (?) in the given series? 499 500 502 505 509 ?,513,514,515,516,1,General Intelligence and Reasoning,2024
"If 2 is added to each even digit and 2 is subtracted from each odd digit in the number 3659247, then what will be the sum of all the even digits in the new number thus formed?",14,12,18,16,2,General Intelligence and Reasoning,2024
Refer to the following number and symbol series and answer the question that follows. Counting to be done from left to right only. (Left) 9 6 $ $ 7 @ £ $ 1 ^ 5 4 3 3 $ 6 @ # # # % (Right) How many such symbols are there each of which is immediately preceded by a number and also immediately followed by a number?,3,2,4,1,1,General Intelligence and Reasoning,2024
What should come in place of the question mark (?) in the given series? 178 142 117 101 92 ?,88,81,63,75,0,General Intelligence and Reasoning,2024
"If 2 is added to each even digit and 1 is subtracted from each odd digit in the number 7364592, what will be the sum of the digits which are first from the left and first from the right in the new number thus formed?",10,8,12,9,0,General Intelligence and Reasoning,2024
"In a certain code language, 'OPEN' is coded as '4627' and 'EARS' is coded as '1375'. What is the code for 'E' in the given code language?",6,5,1,7,3,General Intelligence and Reasoning,2024
"Which of the following letter-number clusters will replace the question mark (?) in the given series to make it logically complete? VPM 153, QUJ 145, LZG 137, GED 129, BJA 121, ?",VOY 115,WOX 113,XNW 113,UPY 115,1,General Intelligence and Reasoning,2024
"A, B, C, D, J, K and L are sitting around a circular table, facing the centre of the table. Only four people sit between C and J when counted from the right of C. C sits third to the left of B. A sits third to the left of D. L is an immediate neighbour of both J and B. How many people sit between K and L when counted from the right of K?",Four,One,Two,Three,2,General Intelligence and Reasoning,2024
Kartik ranked 19th from the top and 27th from the bottom in his class. How many students are there in his class?,44,45,47,46,1,General Intelligence and Reasoning,2024
What should come in place of the question mark (?) in the given series based on the English alphabetical order? QMS NJP KGM HDJ ?,IAG,EAG,GEI,FEI,1,General Intelligence and Reasoning,2024
"In a row of people all facing north, Cherry is 25th from the right end, Dinesh is 28th from the right end. Dinesh is exactly between Cherry and Lina. If Lina is 11th from the left end of the line, how many people are there in the row?",39,40,42,41,3,General Intelligence and Reasoning,2024
Deepi starts from point A and walks 5 km towards west. She takes a left turn and walks 2 km. She then takes a right turn and walks 3 km. She then takes a final right turn and walks 2 km and reaches a point B. How far (shortest distance) and towards which direction should she walk in order to reach point A again? (All turns are 90 degrees turns only unless specified.),1.2 km east,2.2 km west,3.8 km east,4.5 km east,2,General Intelligence and Reasoning,2024
Which of the following was the first state to be formed on linguistic basis after severe agitation and the death of a protester?,Telangana,Kerala,Tamil Nadu,Andhra Pradesh,3,General Awareness,2024
Why can Gross Enrollment Ratio (GER) sometimes exceed 100%?,Because of errors in census data,Due to school mergers in rural areas,Due to enrollment of learners outside the official age group,Due to inclusion of post-graduate students,2,General Awareness,2024
"In May 2025, who was appointed as Secretary, Department of Revenue, Ministry of Finance?",Arvind Shrivastava,Shankar Lal Kumawat,Ajay Seth,Smarak Swain,0,General Awareness,2024
India's first exploration licence auction and AI-Driven Mineral Targeting Hackathon was launched in:,Goa,Telangana,Maharashtra,Andhra Pradesh,0,General Awareness,2024
Which issue did the World Economic Forum highlight as the top immediate global threat in its 2025 Global Risks Report published in January 2025?,Instability in global markets,State-based armed conflict,Escalating cyberattacks,Resurgence of pandemics,1,General Awareness,2024
Which city is constructing a 27-metro-tall clock tower at Talkatora Roundabout to enhance its architectural identity?,Mumbai,Kolkata,New Delhi,Jaipur,2,General Awareness,2023
